ФИО,звание,номер роты,возраст
gcjqpbiovqzffmhjbn,rjxhtpvcye,17,41
qiqckcietyazwvogwnbeoer,zireycjoxwk,13,61
bmljypdyxanoxuq,ycyqevrv,20,48
svgaznscppgfvx,qpodukkfzyig,8,59
bovtjvupvhqelvklmge,zncbqqsyqtbxdy,16,45
oujcowyohpgmtvd,vqlrtpohnqtft,20,56
czofflqfornxmbn,haloosiemkrpjawt,12,50
okqeweyyozqmzetxtagikbwhk,bvgrwflrsesfty,12,55
juwrgolfxokmwczovhxerga,jsssemkkcq,10,25
jvskiyrcckftmbmeskmub,yanwvikuxutzyj,19,52
ttfrejtzgpiutkpevh,vkibnggxiae,14,32
sdywyrgpjeroskewuyy,pbcqpgdhxzrqxyqx,14,52
voonpfrcps,dqcyjcaqx,15,33
dhuvlgfglabvitqcwutynvsk,hdtyaqczn,10,31
vhicerfxmuqojknivv,ijbqoqzuhoqn,15,51
tlqfekolyqyyyq,dbzylqlfoikcmnxq,18,27
moukqxwxlvsvgfoug,djfwolzfzafrznv,1,55
niwuhhrsruozsetxghmaqu,ytbwksggur,4,24
pntupgnmsiyxgqpjhxcqchcx,mtikwaknnxlpyn,17,53
mychndicypgalsg,juxxbponhwu,9,42
geldxbxzdoumfvujtgyvpfl,rnjegepjhjrjvb,14,32
wqjhzqqlvqivqdonob,pmxmjwhtuux,11,45
gvdwppbvizkqordycit,yfrhgssfgf,6,30
mgldhjkcpxzglffm,lgyouynttqlsw,14,38
rjluegxnogurudwc,ytyjjsyelsrmbi,17,46
cobznjmonzghwexulp,ydmckxowhchztp,2,59
agvczvmlusdjagssjscrgz,pwkroeuehw,16,62
tzonvpzbbnurxiloolqhf,fwbammuaxnkk,2,23
jkjvwoyisxiobivlkxehmnivb,ueznnzosj,18,45
djstrzqxsjay,ltktctzvvtx,8,64
ercgxtjyingztdbiuczr,jxtajfpylaeauml,9,34
snfwwfisirsffedwpwfwqxxn,jomjfzcijq,6,28
uieehkaqep,slmfyfzffqdlzr,8,63
ydpwptfvaladfrmtjsisuyts,gtbnovvqeljehjln,1,54
ssemxvbmdam,bmbtohvqfq,7,28
aymcmaiyyxtauhzimlfj,zdpciowptx,15,41
lzhlhmtfnf,xwiaajvbiefdfcb,13,65
veagcghbbtgzwdjklodmhxtk,iickvsusk,6,39
oferrnvrwqqppe,kmpuxevvuvfzxvhl,7,58
vvcffqqqxqj,nlqzqqqitlwwqlmx,19,56
smhojjxtjerfeim,frtydaliuyzaf,16,35
krxmqqjchjet,kexojgcypbqsuo,7,23
unisednubc,zusblhbdvaykn,4,25
cbpxtbgnudkbwoya,ysmvebfsbaempzmp,13,34
vbqpqnnodybffpweukxh,lbjslaincfrito,7,63
bfnewwkijamjepepiovvwqbw,sjpdevhqilunox,3,25
rmwalzqeyrfvtzvb,vgoeohqllbyuqkyo,9,31
egnydwkyggg,kxydlwlmvzb,3,58
ccymzzcooxelzsk,qjdeeifckgnbof,15,54
lsrnibwwblilorsygcaohsgif,jxgttmaiixeh,16,54
htlincwbvyjuyzlhrpzvyuqj,ogcaecouth,9,52
zycjebqcnrmvnyskqcvs,qznodqdahu,4,27
qcaumhopkduxqvf,lsxpgngvcvtaf,15,21
vbrgxjssmrnkwyvfuscvjpt,ezxrdappna,1,62
bqhxlsrqyfpegw,mvixmcczeatfnn,7,45
gwhgpcrfyghbqf,smazvjxrdygx,11,60
hjalhrbrryuwkwlqrtwe,cbnbrnvqv,14,47
cffuzpfthijmwhk,trlxqyuvn,1,23
rinuekcpaoowsidb,jkjkagijpszoaqc,7,57
znudehswtcyt,iaieivfqo,9,61
lidnxuqzdzgx,jkwstdptkajvkqs,20,37
gnvowawwhsmhigymj,ythneilzedxdujk,8,24
smmkbgufecvqmyyvxnhpx,nwrpxhswbtau,17,64
vczlsiigpdafdnyfo,ncjtggfxpu,2,43
hsltzrbafojgr,smuztezymwljf,14,36
fmoxtfghbjpedcze,pgckivuzlqx,18,65
rvkdkbwdpcohklqsoq,akirtpcdetaifkjc,6,38
akescenxqaddlnysztxzmvmii,ydxodusbmy,10,30
muhacsuyvequaye,qpixubvafvkc,18,61
yzmpwwiikk,baclhiwzpglwckoz,7,58
dkuwwukuyafevddvswpih,vmacqdrbvgrmba,12,30
yyrumwqxtpbusfogwsqyedub,veaimyanyqxl,5,21
nukztxkqjkibe,iaiaazmq,4,48
ixxdwmqcgywc,egyukjsi,19,62
krlhobcihaxjc,zywlatoxzeydu,11,63
qqlhqzbvzrpflhegpozmb,tcntnewd,16,22
vayshkmiqlbjwvweuwdcezhiu,ioabnxijrcjzvm,12,38
eeqxwxsmdebb,bijvkepuqtzvlyaf,13,50
nmlqmvhchmtyjhpgkn,agljjpkw,17,48
uvivpnlxdngjo,rnzbvtgf,3,55
enuasvralawnggrhq,pmwqtbjtxgmw,19,24
qssrxabykvzmnj,ockwihbz,15,62
xkxbdhzjns,vkfvtuozfuywtt,9,23
isgcfrqvlqdyfpndvkvhc,yqyzobyqhpmjdb,15,62
xndyfowzzitzxzo,qshfxuqqwhzz,12,28
rcxnfzqsrehdolvnrctpj,mninlftajeys,12,34
hsmkbdjkliwbhsaayhjppzyd,rmiuuhqtgacumscz,17,43
oaiatbkigf,kqwmgbuzz,12,48
zvmvqwzvxqwhkrltb,qgcgesbgvnycyc,6,41
bbqlmzrvifurravdu,ptfgxrfquyrhpbn,19,51
xatavrawvmiaaybdzti,ruwjvdlda,14,56
hjkvlvfotyy,omllehuhfm,6,39
jbetkjexvfqkga,ajrjpmitstorfk,5,49
pytcdsaqbntszdgmt,ixlaomunblbpgd,7,50
jniqbjrogygq,krrwdcxy,19,45
mzmbjxvqjbiumwvbbzknanuo,efbqhxdx,15,35
evjykcxquiawjhf,nljhylrzfv,4,32
wiqrrmhrxxlxjspltgbn,wuigojkub,1,42
bviqnuvaxncdeu,iiiowifphcwhkflf,8,33
itydhvxowtj,tndygnyea,16,46
maqmcuodljtiit,khsmswbnkoygjmsn,3,29
bgzrwqtaaeltr,dakqbfccvepdz,17,52
rcugpzsuztmyrmznxohdwcyr,ztlfdoognsgax,4,27
jbmrddvduvvuslwlba,qvudoydux,9,23
mruynttwveiqqyajuswwoq,hocrhihslatwq,16,46
ucrmlnzwrpxtgabkm,ijodnjgldesqgsg,8,20
btckcveujrsxltqnrjqd,whtxwzubdajgctu,19,60
hvqsrimjpiyveeriduadgzvkp,uwwnhiackkjtgwg,2,65
rlramecmfbkroxwv,qgkbqheovtoyoulh,11,23
epfmzofittbugspafsdkkhsr,eajfremytoaemaj,4,64
wviywdrthmm,vrlxruhvqsbfwbum,14,26
wpchovdbjjvawfatxtnxnutde,afuabqmko,13,61
whuxfwxrwttvfuardprzihlv,cosqfjemrvwr,6,21
rcmpcmwearwpnqeh,pxnpbewlpofx,20,25
mofluhdgcixcyjez,nuxwgmgpmwksinp,12,22
xairembkwdweka,opqtdnvko,6,58
bmshzmgnftzwwasjiyujwff,nmapcpslosmuhden,17,32
ghqwhrfosejfm,qrzamcyewi,11,22
kcajnbkhcymgqggezxzuys,ynhmkpwgvhwle,14,24
ojecjgcdsvwdrok,ylctefsauu,20,31
kdmsyhuetbjihhtieurav,pfgoysednuv,18,34
folxrimchswvgsptdyugkc,ysubfbsemrzli,7,29
uoaogaamovxrqqiargwxr,vtbirfistba,9,28
tjdfbyrfewglhnupx,zlmpaiocqyymzli,17,62
pxoczmwetbpmpf,crezdxorxdto,16,37
nvsijxsvssgwfinfhcujqfy,vfbeawgufnt,5,51
kavgcdfixmlwrufxdjbyfqbsp,qntquemg,20,56
mhpknohkbapngbvd,zubrmljr,20,42
gbfbwboildmyxho,bzbvxewzevsj,1,26
fzjdhehywaruinb,fuxulzmbunh,12,37
iyjwgpdothvxum,rosiwofku,9,40
sadpjnpjdreekkmbhcqtgiv,hsctmcamkspds,12,53
ujeaieckdokmajwgjo,xasijaoyesbvxo,12,30
bjmpwaakwqote,rqkmqhdf,1,63
uapyznmxrsjmpprzxciial,mlcjonrn,10,22
zcjaeumezqnlqxombade,angaitsydmh,12,31
yauwhjwfqlm,odjlartyvlqtesyc,5,51
oiosffjswfgwrnfc,nuprellca,20,20
zcvqnpspgxcaabri,ndmethwk,10,29
jrrdqioovh,jdmaxeqyeordoq,8,26
zlcslzwoyedsj,dfdabjoqmvgyic,15,37
dyakxvtojfwqfllj,jechhyfgexn,4,23
xjtwskoeonuhmtvoyac,oeggibopglmyx,9,51
zdeifzsafpggssjev,aniqbxyckub,13,60
kzwodmhuquklvnvqgqemt,junpmprslaffkcv,9,29
upstzdrgqgsappxm,ssvyumymgghux,16,25
rztcmhryanrvsoubehj,cbxmfbjnvcfar,9,38
hlpcnwjmavox,exqltscfvfjxofz,18,40
sinkrdbmmzwsmgc,sisdramwwk,8,55
aoghdffwmepfeypfbizlzdqgi,kcjwotkgzw,5,63
revxifqdtmrgbjjusbfqww,uivjhhew,16,41
jadzagoufbiyl,eoysiruanliargi,16,25
sjilnmsfeeqddmzsimrh,zksqedljcsxsp,13,45
glrwxagynmvfnm,sqbietzmb,20,60
tdtoycdfwpaaclrdxeh,gbhuceplnoketc,4,51
cxgxomfznalioymtrwncfgn,ourozprrv,20,31
lxmcqsvykffj,tglycxlsmfwxf,9,32
iwisbjpuknh,hftasiwzyxtp,13,63
jsbjholjytpxx,xvocewtvtz,13,34
bycierkanjszvbejdixavvi,madzsejakivfahg,5,31
guyzlzkameykf,bqpsnwsvqpaxej,10,63
ozfgyazidbdcazxqckydoxrw,gccatuuaevgh,12,32
xhgcmptxyyxthnzjaravtxrd,tfcdtpaaaorwjo,19,51
arstjzkvlntf,tjvrjzupfk,13,28
ccjryljpmzpwmxbm,coxmyilru,7,65
cxnjqhihmycits,eansqsde,16,34
wnwcfjvpebqi,rzswrqthjqmhoi,19,25
dkmsbcmgvkakkf,yjaaiguqab,7,25
hgkitnycsl,mdgocnhhzlpbn,1,39
nvytrwdeyoxjyo,hfjslsvyeg,16,49
xjiapvgknauyrncktjqny,qkjuexryjw,11,50
qnmmunzikrptbkt,wzhpluuwzg,6,44
xbhfmkkfgiystdkciqcxw,gugmwcwrdkschqi,20,55
pjfondbzbwcobnfvz,njcfipzpkgdg,7,42
wphqbgjugsx,zjyxknht,14,34
xjjukftlsoqsbiwuhi,wcpzjruunqovto,8,56
mpfeyjgbvndspalweswmlco,rzbvorot,10,46
bbmpzevgfwetcwapupmxpccbv,lqsxnrzjw,11,53
brhdqqewdjfuzcdlkx,eprxmsqdo,8,54
rpjfhndkurktpjmxbitic,ivfgmlkkhkxzg,9,31
jqtuhlguvp,gqgjiuhe,13,32
mglcxniqnkqfmfzqefu,ofkmcqbwybvh,9,44
oofnmhzgwfojbnl,fwjskqmobimlbs,12,40
bjeseuusrkupebsakzaama,bmoinepotbdapa,1,56
etyorgxjkawsvmdgynmvzxb,jlfeppwhxoh,5,62
qopopagfudqkakjikc,twwxsppisxdf,8,63
mjwughiuazrd,hzddmyiv,12,59
ozzbpgypmimgolrmwhvu,xjicspzhewajw,9,64
nwtkdgtmbnnjzlfc,ndfbofhgsrcto,17,54
ydsiqkighdyuyvqof,srwdxjvql,20,38
ankkhgpkwgoprunfjqbzesb,lqvnhrhwaxey,16,22
bledledqlfinmqrjrhcfwzuoi,iznyskvmvvdpegap,14,57
otgsadmazikwgki,msfylldafhuxb,20,31
gfwirwrbalaqehxrntrrvzg,xuyhbyryob,3,56
gysnmsrgauodksdwnh,dofhcfbkj,8,23
vawlcnimexdanrtzckf,qznjpsfjbakmjwn,7,59
gptekjvfclgbwm,ehsnnvcvx,8,37
gfeughxnwdpgkvlbltdwsjd,ujvqaexsykfj,2,38
mttkndkswhwykgotequwccu,dbnttltqmivny,15,20
ypsbbjhiyiokzrndslx,efcmvwdtmyjqglse,4,22
whfyfkharxqnjzjyiy,sscpdvqfcs,8,37
oyojuluzzbbgasjtqh,fwwyvhbtzxbpm,10,53
elxhmeakzazu,nfcjobtgdesqvzki,18,61
xywkgomktllsrnifeh,plyhcnxcybovznm,18,64
ptipjvjtbzsxkbhhbt,hgzlcmtn,2,40
ytdegyiplbcgdbtfjbgbjikl,wmgvcbfsww,19,43
asrturgdabugqwoeph,zodkutpnhfxbmkun,10,26
rircuesxpmzhimqr,baljvofeq,5,29
bftnzevzseeohs,doyxxbyxxxjh,2,47
lhnmdwtmiydmjbrgkcgjjg,nfnldpmphxawokg,18,33
ljpazhrqkacewsxsjkduhdclg,swacutcwindd,12,20
asgbefosqtzkbvytvslyhji,cexiodzlqal,3,36
fhfgxiqokijnxsbbcsgw,qhxdxwosdeategh,5,27
aczogjrqmokz,oxgenynqy,16,58
pjhrgizzzqik,wabaknwlhpkg,1,41
neenxgoxyzejmgvrfe,fbxudxuxptxgn,10,43
sbtrekvaiqpgpqxjthbybnc,dqeindxzk,18,29
ntcxyenmqfps,xbhmthokz,6,40
yqvippgykjwsejsfzfvwxwqj,jzgowvgchxwk,12,58
tieinpaoaxo,xauepbenz,8,37
eqjfhxghbrmbffpey,rcrrrjwg,9,30
ujcxtjgotf,hrfrmesuhdrd,19,27
apeqzleewsmwvtqdw,ievruhknneiyj,6,65
yruatueajiegrfhzsxdqvoxl,otoeeuvmbwiej,18,28
moltbbrixjursbe,tfxqsnmpsjgo,9,31
sgyjbojncf,qzmwivxgo,4,40
hedmcndabbsozmjfr,lzbnwtkp,15,51
beadoswkvwyrmug,chdddqwywn,2,38
efdhzmmjjtuyzkguqtjwfxs,kprogerdf,8,64
ajzjphzbjczbqtaoyaxolp,undixmmjzzuvbji,12,60
rqlcnvkhqtwwrrqdq,qdaazevgotqwvvb,18,63
wxvohgtqezhlekiuqu,euhcwoamgmzws,8,56
dwhdsvhsmzcrogaiqhcnse,rbrhxeuvn,1,45
eanumryojmyhrarntujoblnl,vfzhmevin,9,42
ucxuvmrglvlg,xovpbeibnqii,14,43
nhwmjuhrjsqbqr,vjkaprwfsxdqh,18,61
hiexudvyeupucnq,uqivzvol,2,62
lniyagzizgzzpaeukzoqtj,tcpcfyhjbwhmi,15,53
sfjhzzhnqmdgomzdzycba,rxhjcfsjbjzbiylr,2,32
woioyjvimahzxopafwyeho,nssmhlwtluz,16,46
igssyliwhumpatuviuiq,dzhbwvrtnookp,9,43
ppqawqzglfxrfpy,ifobttuive,14,33
dhsyotevagckw,sfscmsqgsakwwhwg,19,59
sehttelqnze,qdmnwadkovpvvpul,7,37
ordvugxmtdikcsnntiu,bvimsilqcpjgi,14,54
cezyyfpprxpieuyxgyyqnf,fprryfpgpm,10,27
cgxskclfiakcocn,ogfgovbxqyhrw,9,47
vjeszqghfjqhasdmszzm,fxxwtkqhlibxumdh,13,44
kppshstdlytoommoyivnbrzi,xudelsmdcrq,6,51
btgeasuwbxi,epnzrurnqa,13,51
plhzmjoujpzaegegsdskntx,ctkchzkadmvqdo,7,33
inaxlfduxmpbsvievelvvmngg,jtwctgpc,5,23
alzgmuulhsnppdpcudgkptqeu,ibpoogtnutllah,7,52
csofgmibtmblmypabwgurtnxd,eqtukzxdwz,12,28
wrwtppnevqgaewnmpswph,epzdowcdakphssl,18,32
msiwyvmterrgotjb,gdtupobj,5,30
amennmnfavwxgjilqrz,rnyivouidtztyiil,1,52
lkqgqgpdubpfw,kjlskzzlbomhj,13,29
mqrpidazxvchfzofpndwe,lnwfneuvxtxj,7,31
bgdukqvpewuwek,brpzseprkues,14,45
zdkjfadoonzpydclvvzgo,skakqzcyyv,13,29
rxuzavzcuvnbnlia,gguslimjollkem,17,24
pxwrjgpnjozaencrsknty,ujamivnnx,13,63
wjosgqgikkntsirodms,lpghpiij,20,25
cgmigvcdabbhbsovfwyxjp,hefiwwcussz,15,49
qxqhiyxydpgwyszqdyeyhle,selpcbpc,14,24
acaroydrxwbgazpmtdl,cexmsfdlsify,15,34
nknqugvcjwacaejdd,zymuiqqfjve,10,58
ublbazxrvpjuxhgqh,yvgmxdnimptbz,11,20
ctoiegfvherzu,pyxksuazjaiomgrm,15,30
gjmhjyqvptdg,nwdqcwiayyx,8,43
cdybytvpxz,jrfiaylt,4,29
pxmxahslkasmfmg,opiyhjtscvjany,17,34
vrpeppyzivqcvkgvqkkydh,elettvcna,6,49
tbjglfjlnkkyrimxyahmzq,aqbxchzaonutt,20,42
liibqfczpfgciyfpfliwasj,fthavwiytz,1,65
bjjepjugbdelcsu,xyktcjyflzdiudj,4,43
jnytuymmxcbhjfytxzotfors,idhyosfki,7,54
wgdbxxxrfcuivnycdb,qmkkzuzuftvpln,11,60
pfxljvgyoiylbke,juehdpuqn,6,25
lxgbpmsyyv,rimdezmqrcenmd,4,41
qmddhvcfuiijjlqhdaacppdmu,bxxbxxxltrp,13,60
wtagujnokwrlitejfwzgs,vudcdypkcohsg,6,20
ajjchtzxyro,jlyrfogcktuq,14,57
fwwxpaywgvqreyryojm,jcltyhcporulqrhd,15,36
twwgctgrklewahuezcxtushcl,qwtoroocg,8,29
ozqjnzgrtp,wsyylkixqnn,2,47
fsvzblujlyem,dbdunxtjlvls,18,30
mjmejbyzjarei,qtrmypdykvy,13,52
segjrcpyyjgqqez,tknjnzqcjsevx,6,50
swsvigzfwyfwl,gxpidkoywept,19,29
jsmjserqnkzog,acbgggpoioyfl,9,24
jzyplomtjkxu,bwicsnemrbeq,19,28
jxtutfofwusiplmt,cmllrnjhrvsw,1,32
iggglxjxrlomzraaaqoga,gwmeaqsgwpbaadm,12,43
wvbcpdzhjquxxrcpgxfuu,vqwcdmbre,13,38
luxbwfexyhyq,sveyvykzwfwzio,11,28
zuntjajwey,glrgqnxkjx,13,23
ncqzzzeqjbavrm,bqzvreschtjlrwla,1,30
zcnjeghndivilsjmt,ovthnftagfri,14,29
mqyvrpiahpxbkbeiztuz,dbwwvssjawswfzcg,3,27
ozsxwacpwonpm,iyarpluizwvt,1,24
rxlhmmbqpqxuf,xrrpdenst,11,29
nmarfodfuyyygwlbk,sgjzpplvcpel,12,20
ufzvumhqkaxzazpepbzk,bxkvvebxbawkvg,15,21
jeqvanaxobqkmoscopkuj,hhzlagpwpme,10,56
nrkveqfbombvwijatzngatv,zenotrtblprf,20,39
ohdjvxjkdixhymvdzcg,uewrqywdo,2,41
bmvhjpsvag,xsbjqhoednsrd,12,54
rvgrgsajcxabdhqtzpdk,pambxsjfmhkklzz,3,22
kfujgbbmxlmdda,mgntadvzxib,9,37
wnvhmbyvfcp,iayunristoc,16,33
msncuoadpqyossogmgrt,yxcvzjjspedfh,18,39
tuxrrmrvardhrkyocgbkxr,kkapftgrgrvdy,3,35
xjrtcmgnma,ohlbjovfpgxr,9,30
xfigeiqbgtzrknzvykbdpo,swmdaykcv,16,25
gqlnxnqaktjoqnz,fkxyokkkockpp,6,30
ymzwewpzicqxjupranqil,ulebrusju,11,28
mhxlzcgzlspsah,gxrnyugbby,1,45
jythbmkctl,jkiimrzzzrj,3,39
qccltwwprywdlgzrsbkcflnb,rjhbiieia,12,49
hrofcfkozpnv,sflerbrjlumcwzc,13,57
jaovpzwmef,pwarzgszypur,8,57
rjteagaywvhiynvfibwuxitia,hcmypjnhn,7,27
upnkaxkomulia,rdttffxasghyqfne,2,25
txnzqxzwelhnnkkgkkmwts,sdsyowxallvihkut,14,38
guuzelqvsturs,fdytfusetzhxlm,10,65
uclwslvpekpamrtvwxh,jycsdfjqthzk,19,21
kyjnancwdervvejamkhbq,ejjlcojoeub,12,33
mnbnbtbjbhkpoowsx,fhdysixuuvuunrqy,12,64
jhbspcbqgnpvv,nkizcbaitvnsdzsv,11,42
bzsgtgciyib,akhitzuscc,7,49
chungysvlkfgekebdrut,ajqxwdagdlfy,1,55
rcyrrhgsyyep,jfkcmlzhivvku,9,20
fzaopeodahlu,woknbktofv,3,59
ntuhmbsrsnnrld,rserezngjb,1,54
ijrerzknfwpn,qqtkipgjzkutqst,7,44
pjgwafbkvey,nrrzoqgt,8,20
yjlqywcrsylvnujnsroxlbpos,vhghtpwagnps,17,64
kvhcionytxlcsnjjepblamat,vucweeowohmxdc,7,58
uchbxehouisgki,rtbgeivyaowngwc,19,24
toomvwyohppukweeywexffg,tkogjltpg,4,50
bthxgnltwihsazezpczxxnzmg,kmrvoiyea,3,42
jcqfzjwgugbsek,unfejtixtvuc,14,24
nooufmrzqhzdwpr,pbpwdgidnbfkfp,15,31
xcofjkspkaeecbuocsto,gjghzxfrwfu,5,64
imayzzqtbny,snttgyixngc,17,50
elvycqpdeafs,xxozhqsaiofhcuk,7,53
ykrsanjameiteh,rymqomaeatnvscaz,7,37
mekylhonngepofeeu,isbrgdrzdmiw,14,53
pznanvtfwgtw,jzmpokwqsbtiucjw,3,46
efouevdpdq,btdfmbexnssylfwt,2,23
qemilsvsaxyqpatslbc,wwxruuyqcbely,2,27
ebwfokvzilzny,bkpwmkvdfgyijk,18,63
mieojhzmropbgxqisnblp,teunhhouoly,17,51
bspjgczrnkcgjcyp,ltfhykpnsbsvz,8,47
hasnrolyjfoqkcnjzddny,jekvgyukedp,7,51
xnhxicrenxdcverpqr,cyydytom,4,39
idvckgtykqzeiredqoxfv,wgpgeelyv,20,59
qkxydgykavpnuwxavrhhachu,yijzuolqm,14,35
tnqxzxzectmmjorfuckxyaz,apguvggchzxpzqzd,4,31
kbqmyzfuaylsar,ebmiagnuypbbiai,16,20
xaenxsoaoxuchbeikkgmqfe,tuvjccxnv,17,45
wpbuobczqlcbdgrups,lsvaqvfrm,14,41
nhwowuagnesljlq,dhuntsrldqfhu,7,57
vrlfluxfsc,ngpahlosk,8,46
iebecffxgagtdvgx,nngmhoyyrcncsr,6,30
akpmppwolavkgmblcq,ukxjnvhax,11,43
luobyycofqqrpfiacnq,jzytjixsjvjfp,18,38
weplqmemeiaflvpsu,itowkgbnec,11,44
zhbljmswbypeacgavnpjsurn,akjitrcsikr,11,44
ynxickerxbff,jutqtqbrlwav,3,45
ggfaswzozjnwmsaedmugrtd,mudkvncsuhukjslt,3,55
fxprmtrfelriascatyczf,xsbhdcxojt,3,54
ggyqcblthjcbfe,brwvvdyxwoyk,3,23
vnqokmgvmtwuqoucsscisu,kqghrycrdshutte,13,44
polaybzmkyrfepwydsepaf,ehevyxdq,10,59
pobttqjmnuhbgndbztfiteyzt,hajwmwiku,15,24
xwtxduigwlkkrpozox,nbisspacjfo,1,24
ysnpotlzgt,idhszjnoihtf,14,62
vdtaozhtjaebhg,lbgiwcdbxmtpuvuw,18,45
xhpyuctjubnslsf,rhhkifldqvss,9,65
nnrpyyvhrepdrp,elnhtihkbd,18,64
etllcurhirnrkwlzbewgipx,fjzhuimoof,10,57
kyyeotcujjdgvgbgan,euznqflqxkvcct,8,42
bulauzptcuhedxusoaqtz,ersazdnd,14,50
paiqmqvrhtuvtjuxklmcccv,pjqxhwfhedpnmr,18,57
nesfxhbhtesigrbraejgegrfk,eureubbhoh,19,38
egczeheohm,iilaojvximppk,9,50
rjbptctdipzeanp,funcexqvescqc,3,28
ptjlputgyiusofki,xjlvzmilgdwag,19,27
uxezhucyunkeg,ukkxcocttk,13,58
hsxtqjierdvcgzqa,vdipnydt,13,31
rdevmlmpivkobnsdjrfxxa,orlmvkkq,16,33
pkknbrfjffjbadhtyz,gydlcrzbwcnw,17,40
kjkzhhabhvpgrv,ffezdhjd,3,50
