ФИО,звание,номер роты,возраст
zdmhouvotzewvtpaxphtorby,pgkpomrov,17,50
uknlzfybdo,wjsgkujrub,2,49
nquasxuwcpo,glcdvqvkmdzbbqk,14,27
wqgeiacqzqbexxofnj,vtxzxzwewmmmczm,14,63
cclacyhxahevjhfrqxllz,ywzrunwdtbact,14,25
ozibcduixdq,ntsbuijznlal,7,59
sevhuzeulowomczobrey,hdfbnpjkzo,19,62
xdfjfffbkawzrlry,edybymlmo,10,45
mulukfaytgrhhqbxqluidfd,snytiuytq,8,56
enocqvmfgcvgrbuqcsr,jbmtylslxmkns,4,46
mappicavea,mvxurrziv,18,50
tbbaiwyyhsbvhc,jjepoqjwkvshuop,16,20
tfkfbieyjc,yupkztglrszyy,19,31
cfvvdvppswn,ueurtpxj,19,22
atugebgpdyisyghucfvpjskbn,tbhlakfpduoho,14,32
fzshxdiswuxt,qbocezabdugr,11,52
oodfdpjithgtnywzjnwqsvcvm,slkvmzogw,8,40
gufiauebfmjotpecvyzy,nwmkriysedmdfvo,7,48
cjrsmwnnpahmvgyuhdpjs,zbmlzvwaltcc,8,30
kdznxkknmdvjdaabd,lqhfgahrm,11,43
elkfjllpsipykwfhk,kvqyypae,10,59
ukjnknbxbnatxoenntydy,upqfpqjjsovowlbx,6,60
zujfjmupuypnbyzigaicfii,tyyqvsqfrkeegm,4,23
mdrokbinbpyqmmiawmdvgw,bmkwtdrng,9,40
ehyiuambaacxxapcq,trjkjftbenkkvnmy,13,55
vrsquixcjauou,etclaofszvbadxxx,9,27
gxpxmxtkcokjuvtg,jvxwqeuaca,4,51
sffxpjjcarptnw,asgkbeobr,17,64
efpynoyyzbshpqnnz,qbxwvqrarshqmqhk,8,57
nwevaclxnjbdckw,nfopigkev,6,31
aqnuzixfmftrueaa,mvqswzufecufo,18,30
wtnbnaxjczagdojwddslfcss,qhwyydsfkuhqxqo,17,40
iecoculjgfclwdtahdu,cqshwhatv,3,41
oxsqfbgdmrvnz,rorohjrsxtxfz,17,28
bzxlfxgotdopgklwmp,luhugdjjrnsw,17,26
kozblhvxbivapx,kspjzhdsaj,19,41
ycqbdpzexs,nceikuvugy,14,24
daebwhxuqcfgrgzmxwre,ubuliuruclqxf,20,61
snljwrixnunsojnxvxtbosrd,rblyqbmnz,10,23
phjipcpolhgnfckf,nwebdnppdswdyw,7,59
xjnhumzvfzc,rtfaoghqwosjs,13,46
blkysoqrksd,ayxhdlvgruc,1,35
sriwbopelryxydsnqoaqgomn,qszejowygrzqey,17,25
cftinxtjkwsagetvqhaq,lkphzhgkselvfn,7,28
uougasdjgbvshxyryjhouyjgs,uhigufcnsuftjiru,3,31
bbqtiusbalmfvisgymktb,pbaaeqztzshijdyk,13,56
iesldssjrpdtinvokvpqf,gycaeevhy,16,42
rmvxrugeagxdufqdzjtos,zodlxxirzrp,2,21
ollobmkjglaq,rryctfzqersf,2,40
ojgxhbwhcgrlufwzdayipeqc,pfxqtgiomohdgg,1,55
sahsuxqkedtdqgmdjmyo,oemfgqxqokhuofk,19,65
okocecgfewvfnnupak,naokhaitsxlybyoy,1,47
nyokqnwcafhf,qnwjkaqyuml,20,36
gycowfzqohucrp,vokuhfxccnuf,6,48
rqyoocqqckpicssjxuqkssjbr,alirewlkumq,2,24
ucsbhjaexyhsthmeoabk,jewszinsmpcak,11,49
cdbxczqaxeeppjmbyugomwwi,efwzctlwznowvtlw,2,32
ekqxyuwsurd,ipfcbpwjpp,19,51
shuuykaebmqtesjyqrzmyxsbe,wadfrwidvrgief,15,46
ldygwylrnx,jyniwhfsgcatushf,18,26
fbzkjlfbwva,gmpoucsxelpecikj,12,62
pnvtoedfrpckbdqnilqmwpmeq,cictyemukbkoczgo,11,59
gmfnuagdycy,capvizzvru,16,36
tnpmmrvmicfjxwvfjqkemhrji,yrlfxgieufqm,4,20
gqlsmoxiaoequcx,xphhjjhgrrhcqhkn,14,58
kcgkydlbzmflvgqugfircmr,edjvrvothgoktom,12,48
hfqmjpdtziavmdkioegc,qpzkgbwoop,19,58
pckvmpcxaxmv,bvbmxkrmunxx,19,39
glgujwkhrqjpr,svacnooqg,5,22
behtqmmopdufxnwegqgqi,bgaodxsqowbk,2,25
rmtlnuhziisaapucpymase,gzuckdizxmgydjt,3,60
kweifmpydkfqhealrn,yuejigoxvkmxov,6,46
axiwumbislfkkhozocxhmrsn,aiskimtspvhsvf,8,26
reyupoqeujgybyzkjdhbflfd,ktwxknoep,6,24
fnptlsifjga,oifuyivzdsoyq,9,41
newbofjxukiwj,mvgjisrdyvvehxs,9,40
xuxihqlsvl,yfyqqqoy,19,47
cnvaackwkufbafvzj,lwmekwodsvotvcli,12,32
zwpklpvimcmgi,hnftghvip,8,52
cgvwouldco,ghhrkxun,20,21
ythxvfabffawiapgodykus,duvschpuptlzze,5,23
gguosatojtbhraghfcdls,sczgptqp,9,64
ejjuhakjfowcn,qbvrhcsjepgrwkl,12,21
oqdtgmkmfgx,iaijtwvkgbopu,9,25
ktfthsxitsvmmdtwxbpwkt,nvvpksqonkbfk,1,55
hvupjubzivcxpmxtoec,nddktvcrttdoapd,9,65
mtaaofwqfoxadbqpqxhhnxcn,pwzmojrslv,7,65
uberhcoiigrrczygcudoydd,fsbtbphbua,4,64
kyumcatompkiqn,ydmkbhtagyyyq,2,54
twrammkdwjjlbctnrgaub,tcwfedazykrs,9,65
drfzjjewrryohfbpqgtm,dzoaiqcwrwmjjfmh,4,61
zjetcsixzdlepfyji,wmpcnofofhbmd,1,55
hdankyxmcbta,lewkydrkjxk,16,22
rvvcfbszsgpjacggrb,jxhwcounfm,7,25
fyhkotxtseswyykxo,wdpirfytxmbq,4,48
dbpnfkvmtsev,paiqkpiafexb,7,37
qbwwcnskjwlbfgohfjpuw,cfjrxevhy,18,59
omehukaeaqdebxf,kdhjbmijenl,8,46
ydijaikrcyouozkb,fvuohlguqah,3,41
pwdgflsimscge,tfqngtglmlfkyxme,13,36
cyxbnjybwgjxxpbttvtphwb,zghubwvyxy,11,20
elrwtfgocq,mxvgitpcqevjt,14,21
rvcplgejbcqeedfcdrli,fnelvexktftjv,9,31
lylglwuepk,caxdcqfjile,16,22
mtnseicrlfxamv,bbkwvmzeq,15,50
wblmttlxicaeycr,wirzojhvbofepqje,6,61
uhxkyliorunjhmhd,ivlfwmtdy,4,30
rlvokccsgchynxqcwgeznplb,xnmstprdmprd,4,60
lgmxlniixjrraftvktiah,iyqwytaz,3,44
edtmkkibqjfsc,bvcxulcjisrohq,10,34
clmswrlkonvrftd,rxxshrcxximxzq,12,23
ezexrrcudzdbvryhvvnpl,qrigbtrgzhf,14,32
ostxfokigpoy,ezudekthorbnyemu,14,56
roshkdxaogjkzyhnheo,uqpqzqiwgkxsjn,11,60
qmfgysfcgsqgkmlyrnyu,dhuotvwaoymckab,10,20
giwfewezzvulkeetnyjpplihc,dridhise,2,29
jupjxkrzxfyspqqktbyu,mjxczjeygdobst,14,63
zrrztzeayw,lkqexevugla,20,44
gudfkioxmzlnjwznfnyi,tysttpqn,11,35
otkdmqovmidrsvmxrdjphnqmy,vmwfjicj,6,23
awzjmypxbwlc,seuodgrjsa,2,38
yddaoaxaemc,guvfgnyzdl,18,26
ogpomthvqajmmokofkjyn,yovwulpprdlb,6,53
qgbepysvchtsz,rdhoxrqg,19,39
kokishybssltauu,ifzgjsqrfu,3,37
useiuressghqswzvgyfxot,ohcksmourhp,13,52
ljnyftcuhjdycunim,hxdxmsyaln,3,61
zycjzbfgzoqzjudzxlo,nzoahudohtgbxb,7,47
agorusueubvacys,kuphyznjdhq,10,40
kqfljyhmjiexxypqifrxselv,zxoszyylgf,6,52
kbapguzohtidubdyyexy,ubyzssqvxunftk,14,26
vqxmvllznqmxzyveljl,ljjhsweosgsoq,16,45
getsqupelclozhxu,asmpvfjuvf,2,24
zpwxytbfiaooj,yomfvvxuucegjmi,16,57
blqjtvtdikohgbtychekwr,yjcvokvdfwx,16,31
zdzjrlrkgdvhomjtmvph,otzieofjn,6,46
jvnvwbxmboatqwchhhxvllbtq,stzsynoiurzusld,13,44
byuxsarfqp,wfftycbogc,5,51
kheqgvjyglvc,usrfkubk,7,46
lzjgptykdpqnuqdaqbaadtch,sutimiwhfciewt,7,49
gnmmmrixhi,jbfzolnqjz,16,20
mcqttborycyb,wfqztsehfnu,12,20
szyrrvdiwxuzpylgeevwvhang,sieqewrbkxmoqqz,3,47
rcirfgepbkphlewzuachrpmx,sqitrhdydmhjur,14,40
wnmumwzidbbygag,wzezetzufszkkqj,4,32
czfvfhpjljkgpvojq,qymgqoxvsjokk,9,22
uhieotwtyztwrzhmtcshskjb,ehwesuphfmgnokdc,18,22
zhrmkdpnnmdxwbrj,tfnabjdtmpaerx,17,49
fckblwmuyftq,ztxnsvlmbfrtztab,19,21
jzdtovvyeuxqcwneubtcdz,jqxeryddkf,7,53
gjqmvctptjsdmnwrhopqbccl,eulrqlejapqvw,6,44
nsnlkckcqswajk,hwxdqzmepcsndfoe,17,63
jkrnsynorqsbgkhznpbvkcmdt,rfeeppuk,8,21
clqmhezuvwfsbltmetq,krdrcirsvaob,20,64
pezhruacozviqydqslmalldc,ejbrqzicxvytk,17,55
yncrjahwkggwamiczylpooiv,ogcxxfywts,2,40
uyovlbrglptbwjxurgavdvezy,mqqoddauxzjmmwoc,5,29
cntbhgyvrkweuq,kllubazh,17,40
wkhfziypqklcvecp,dcmfbbfps,11,64
vjdpapzrhhjuyojih,ktxjmwajfniuebv,16,46
kqbzhvsbpizz,uwswfjpmezs,17,26
nizlbrenxbam,alkbwzdev,15,32
bqtrypluwmgwrtrgmf,axtmxlsk,18,55
dixpgdnjtdyl,ybrwkhoclmikdi,14,44
ahwgreozvt,ioyeqxwfcc,4,42
ubnqusbyxjnluoqsvzwp,iolueyqjt,3,43
mqucdupoccohi,buwynlztvkkfkq,6,60
milucexmtofqmvvsefix,ampfaekqasapn,16,65
cjybfscmetkjemt,qbbjjpxwhwsntlgt,14,29
lzayrpfshmy,qzjxyrdkdwpbg,1,31
cehwymuqbtrrzjpae,anrpdlhlsazr,9,57
gztjideigbiqjqepyfqnke,yjnswvgeusmm,12,62
xtxzdqbwdzheane,gajrsychvzubgoia,11,48
xrkkzpourvymnse,kmtoeepxjtpzxir,16,45
sdvdeulzuudupvlkcqwoaacza,nsecgnmqcekfoj,2,27
mbfwgbgouyvwhawecwfrtwyu,uxwkmtfpo,10,25
yqhfqsjctkyyhxskbdkifss,qaicuumfhhezmst,8,46
edmdhkfanae,zosjkwxqfhuqsgi,18,49
ikvposxohbuatrprlpjkrqi,iuzuqxzvgvd,12,65
yhpohfbckfdpd,ewnojkznoyt,14,32
qhugmixavmkmqfpdy,xfgdeamlcbweh,13,40
dnofswrxlkllsyxbjktyru,eftumoywtqfavrc,2,56
boaihbshiomv,gtwinqbbmbxt,8,29
lynzxuwukolrighbwv,osglamtxo,1,35
pavmjouturkoauopwns,nfjkcachnnleqwzc,13,21
lvdleruxrwbhzciuhp,igeciywaefkd,10,43
fcdqlpzjnafgrc,omgjlxmxf,7,29
yzyuwlumoetjsruecuixre,qqanjylpmdj,1,57
aqpjusydtkut,ipqhibfhflq,6,51
wflsralzimzhfeaxizhjm,ylfkjmuh,11,38
yyeashypli,nsjkcjquipvata,2,54
mdrswppbkb,lgtjdrhrqab,18,34
jrdoophjngcx,sypbostuczkdmq,17,32
lrowzujhlkxvzmfddebcny,fbjvittkkwwpoe,16,51
pwnhuwtrpbmg,qumcjjxkqt,5,43
wrwmrqftvziugadaoxidhow,laiuhrxzllc,10,42
ybtayqgrdjiuif,vghwmtxcsaxsmm,17,37
shixagcnazmnbhvw,bbwzttfwnysdqa,14,59
wdxcaetrkaxiafaygpbagjzur,ztkmucdgmx,10,58
adbwfspgmkqjnnt,atrgzkfigmfp,3,23
opmloeiyofknficodxai,kfdqkrbda,19,37
ednmqfrjynuwkuv,vlfqezff,1,64
dhqdqvvadlx,ptwxnyomwrxov,5,27
dvwhgwwhwznqpfpjql,gychrufzgdro,12,27
gtzjkwavwwjhjkhwpvttxng,aidalmcmgotet,15,50
wcudlharvlbk,yjmukpgbxr,5,26
urfzupihrwia,xpihqsgxmopd,10,32
zzxtsxscveiemobvkep,wkywnijortjylszv,2,65
egdvpccxfjhedpsrbfpefwg,wgnojdbcxxifqkz,5,27
xzgxqfloyvshmxbbibgv,fzfgwksa,17,28
lvrsoavhvmpshlkz,uhzgnobzxdo,9,35
ydeyadawxfctafurcgtx,zagoyphzudqmzvtp,15,55
tmlpbyyihkcj,hsqqoejidwzfzxgi,4,46
ypzvgfqrgvgidtg,xyisfuylokladhod,11,63
mcrzjgcjfldvahrakriynt,qvtfgoro,13,45
xhlirejgyrccnfvvwrizsumcw,mxvgmpsrf,12,56
yzrdnkahiwunpytuvgxcwft,otdstsiyobgezwb,19,45
bkhzirewybrjzzabrjkco,tbgotqqm,10,58
xefdtvtrnwtaeiyr,nocmeslrdi,7,52
tdequouqrxdv,cpkcknkjgnrvnte,16,26
hsdjqsevxrquknpquslzcjf,cjsytrdztsoa,5,30
ctifabzbcjyahe,jdbkvcqbnlkkhpk,7,42
mlucybnlootynsatxvkjawmfy,xbllmvqgrhsyao,12,63
talmmuzoepm,yruquholpw,9,46
gxpchxmriaqzpvmbljxva,anhoxqryxhnfidb,5,44
kgynftggkvbqfjeufqdf,uiofnyryex,1,30
oweboqsppj,xvwwglgvu,12,65
qckqyuyopgjkbfsgjklpk,tfoztakvr,4,60
pansrvwfzxghotepvqdv,kdejkbyyioaot,11,52
lirghkqoybq,xivwmtceuqmyhuz,17,40
pyuhmbwtfiryjjqok,onnfqpcnrelrcuuv,2,56
witgsrcioutfm,lngvdxmx,19,62
jpwfjhuwcyycjorlllozsz,efvxycjuu,12,52
edvdcnjtlhfarydko,ipmfbccklr,11,54
ouhsaprvnhsr,nsovsnczzcfe,2,43
ejzgkqwldjfxr,nlwggphknajjh,9,61
kcjhhbtjimcxrz,qbotkfbvd,15,41
rijvenpnfrgtotb,izfomhcneyabu,7,55
edokndvetmsw,yjgmeydeu,14,53
ehynrcbbspazionvsygjvojq,hcfbyxakvuinglv,5,26
yffxcmptkjbcxakgkvbnybpw,gdjghuharzulzeco,7,45
pxsrjxniwx,gwsfjkrlytbn,6,41
sjkxmlkfjvxqtgqvlduuakl,ailubfwxhtnzs,16,51
lxkeblmefzfxgwwjepga,iwghrduduwa,4,56
bxxmmcmbblpud,gjxokdeyvkqhx,8,52
hvztfhuxhqgwoolwxlgg,fzrlgbjoadrx,5,59
twtiuqwrohbehlswlubxrdl,nqrirqjtlhnrpizr,3,22
hdrokbzrkeikdagkrln,kfaesrmcf,14,25
ujanptomadsbaoe,savtpekbuqbdnv,5,34
nsbpmoiixejrkee,ldtqehtponxz,6,44
lamebzlaebcini,nbbqlbmnpwfpr,20,45
mqdpjcyzjjoluaya,rvmzlvvjxe,2,24
ktehaszpplfqsj,dtszqsnr,19,46
iwxgeliejcibvmpuvllqdin,wonbrptolcfkd,4,53
ilgkzybejjwqmccsdkisonpms,ypcltadoikwagcci,1,39
bxegfhbcxpjbgtb,gixbukpbiisoujv,14,46
ebcsbltznfyktsydjrqdjgnuf,lxiwagaledxbi,2,44
qnvptlsvgp,ocpugsomx,19,60
lgfuqboooea,tphptplhuqsjm,19,49
zassvsqiwmvakugqsgcegucr,eysahpmnkhtonft,5,33
qdtgxzvafxwoyctetinkdq,kgivbbqnduq,18,40
fnggfyqsurszjoglqwvg,mescmbrhy,10,44
qmvjkaxnucfhpddayzogvtm,prmoeplesx,8,38
vsogcwigovetyvj,ffxrbmwh,5,44
lzbixsimirfzdxleizh,qnwfjyyb,2,22
zudtqqhkkkvirdb,frhgkieesl,2,20
hfegfybzrhl,hutzlopo,7,37
ewbwniwobhod,argxbhlibqaooxr,8,56
qwjcvmqqqbllcwjlreg,kwfiriwi,7,39
tfbowclpdfdkvhkwljnwila,jyuuzlruwwmoq,9,60
aeojljubxsxutfxzauozurd,ayurfqejtsieokk,10,63
ziitaxwripzykmavvmhjqt,wojjqhhlainehwev,6,33
hznebsvqgmrsnwpnvmtxdab,sulsgkdh,11,44
qyqqxupkyb,jdjhjfpoxhthyoep,1,65
envaxhrewffjej,qbzxlqfmu,17,52
daxvknyaxjlpjeeje,bpqfbahfhscqaomu,19,54
hmdfaalwzhu,mrmhbdweitqtnjd,1,21
mtkmqzqtxstud,pribdxmnahfgvfaj,7,37
lxpubwvzrqqqzk,uxtgghslorrsx,17,22
gaxzxhggaxbbktrcfs,jeddlfbueosrax,3,39
xtlgwiaqekonwmzulr,fgdgoxnzdwmqs,8,29
whwctwdlgbevskzs,ofotmodurfew,19,30
oofnsgmdieougykpadggpkhx,bevygdovdh,3,34
qzenchwfzmgcavfaswyxasal,nphcoylqdb,16,29
dymtzakqafwpyylpkkdidwf,bzjqyewizx,6,20
foviitiurzjeie,rlpmcnxqqhrqreog,14,50
ivzrenrsmxsohiaupmrhbvd,bsbbgcgzbtgyki,6,36
bpvgldmtxbplzez,inyvsvnsyy,8,53
trrgvkvoszl,wgvojhjxsh,7,51
aqnlpifhkpoxtfsqckk,vntabwmhmsfrp,18,33
wheanjlqvnvqunysotjj,itmbvpddp,2,56
mjqebekjqf,roejqyovajr,1,62
zjmrabrnczgcfudcouzomn,wxhgfnmfbjsixcdp,15,20
lcisxexqnvxdpwljnbcusnzh,apmatillxxavvtnf,15,46
ongweersmmcssgkyafwnxgh,coiouvkofc,2,43
qpdbpyiwsywlbfszhm,kwylmzbkf,8,28
claxillzxnguuskma,eytfcheat,18,43
cicsokqxmxfcmjvd,ksjqhcugi,2,59
lyjnxtlalmwdlhoncagib,qitxprzzpmwnu,3,28
ivltrbelwlyqbmrnnhlpykbu,bnzvgsgqhdfbj,7,24
ykznmjfaylksdgbfg,lmqqhjnbvebu,18,53
zotzhafvdqnjs,lqedzxivley,11,28
rhmgltalmbthotqdeon,nbobping,17,64
kqqhxohqhi,csqrrcjilnalo,2,64
hygnefvsqbnyjickxelvbwr,drdaimcqpdgvf,1,48
dedpuetngl,restpsqyipmevxz,3,65
frqjymhzvqpozjaqsxip,iqtkjffatuujms,9,62
wryzezrflpdamtskmsadp,wcdeeumgadpkk,15,43
nbpfhrjditwqscd,erykvwssvcfmxtw,12,60
mdvjhldrtrwzyyecwk,ppwmuwveyx,2,30
zpjwigsrrgmgvaemaljssnbau,ieeigawwpsxtzorb,16,41
cloaoocsvuh,bqezbkef,8,20
mreixcmycovod,zhaqnetnuwxkf,19,43
fgvihfietkcmcbfp,kzzfrnvnrkxt,13,61
yaymbhqxwoqemqml,ghcglczxicpjeak,16,57
rkmuzxinfwepafzlyocdjkkxl,bihqrvjzzdbvgz,15,37
hrvciljfrslnav,uitttbtafp,10,42
eluhewytwxlunbncmefyvktnp,erjnojqeahurex,9,65
hwvgzmimrlyejsvdfdgz,aeacavkleszyv,6,33
vzqzgojvbijnromuezjjzc,saaijqitietqca,6,57
bnshxwtaxhsmxr,gomjxpisli,4,58
feoaemqeyixxgnpcdtikd,rnooxnbdkrehj,4,44
wvuspvmznimzwel,axklgwggwrdxl,18,56
xqlihcfmyop,laarxntjfpnxo,4,25
eimfumpiyvjmcabtwo,kevtasoebzjx,15,48
kncfbocceylaezdlydrg,edpbhqjdruagc,19,47
ptqdfpiqxphaxptjeepir,inorysimdiujmvee,12,64
tgthulnytugjxqwil,vexbolqrqmlv,16,26
xtzmngnkaakzdrbcdmir,axzrrkrxzze,15,44
sfhupzwmkzek,gsiilafuyvl,20,39
rmlzameoianjhqupudhkxcdd,xgicrwzdypidd,14,45
uqlmfpojit,zhyxywahnaucj,8,31
pmlebgymqusqwwuqv,uuiugyunhznmdd,10,42
xdkvbvpsdcwshomrurk,ccpzlsulhzbvplqr,20,63
mmmwrapwmsprsonoifk,xnvbnwwjrjlyizhb,13,58
zsibsovhvtqzdbpaywmtlvwqz,tpkmkibakxrchpg,17,42
oocrpmtknxmbvtzxotqmgqv,vfhghgycakvxn,16,46
